modalidade,nivel,nome,series,repeticoes
zumba,intermediario,axé quadril,4,10
zumba,intermediario,rebolado lateral,3,12
zumba,intermediario,movimento circular de quadril,3,10
zumba,intermediario,batida reggaeton,3,12
zumba,intermediario,passo africano,4,12
zumba,intermediario,zumba twist,3,10
zumba,intermediario,jazz step,3,12
zumba,intermediario,zumba corrida,3,12
zumba,avancado,passo africano cruzado,5,10
zumba,avancado,zumba boxe,5,10
zumba,avancado,movimento de tronco,5,6
zumba,avancado,paso doble,5,10
zumba,avancado,power zumba,4,10
zumba,avancado,zumba burn,5,8
zumba,avancado,passo flamenco,4,10
zumba,avancado,zumba cardio,4,10
fisioterapia,iniciante,ponte pélvica,3,15
fisioterapia,iniciante,alongamento de isquiotibiais,3,12
fisioterapia,iniciante,elevação de perna,3,15
fisioterapia,iniciante,abdução de quadril,2,12
fisioterapia,iniciante,rotação externa de ombro,3,15
fisioterapia,iniciante,alongamento de lombar,2,15
fisioterapia,iniciante,caminhada em linha reta,3,12
fisioterapia,iniciante,alongamento cervical,3,12
fisioterapia,iniciante,mobilidade escapular,2,15
fisioterapia,iniciante,ativação de glúteos,3,15
fisioterapia,iniciante,alongamento peitoral,3,12
fisioterapia,iniciante,alongamento de piriforme,2,15
fisioterapia,iniciante,alongamento de tríceps sural,3,12
fisioterapia,iniciante,movimentos oculares de coordenação,3,12
fisioterapia,intermediario,prancha,4,12
fisioterapia,intermediario,equilíbrio unilateral,3,12
fisioterapia,intermediario,movimento circular de tornozelo,4,12
fisioterapia,intermediario,deslizamento neural,3,12
fisioterapia,intermediario,agachamento assistido,4,12
fisioterapia,intermediario,escada alternada,3,12
fisioterapia,intermediario,isometria de quadríceps,3,10
fisioterapia,intermediario,fortalecimento de core,3,10
fisioterapia,intermediario,mobilidade torácica,3,12
fisioterapia,intermediario,elevação de calcanhar,4,12
fisioterapia,intermediario,exercício com faixa elástica,4,10
fisioterapia,intermediario,transferência de peso,3,10
fisioterapia,intermediario,deslizamento escápulo-torácico,4,10
fisioterapia,intermediario,coordenação braço-perna,3,12
fisioterapia,intermediario,ponte pélvica,4,12
fisioterapia,avancado,deslizamento do nervo ciático,5,8
fisioterapia,avancado,reeducação postural,4,10
fisioterapia,avancado,atividade funcional com bola,4,8
fisioterapia,avancado,prancha,5,6
musculacao,iniciante,supino reto,2,12
musculacao,iniciante,rosca direta,2,15
musculacao,iniciante,triceps pulley,2,15
musculacao,iniciante,crucifixo reto,3,12
musculacao,iniciante,elevação lateral,2,15
musculacao,iniciante,desenvolvimento com halteres,3,15
musculacao,iniciante,agachamento no smith,3,12
musculacao,iniciante,cadeira extensora,3,15
musculacao,iniciante,cadeira flexora,3,12
musculacao,iniciante,panturrilha em pé,2,12
musculacao,iniciante,abdominal supra,3,12
musculacao,iniciante,abdominal na prancha,2,15
musculacao,iniciante,encolhimento de ombros,3,15
musculacao,iniciante,glúteo com caneleira,2,12
musculacao,intermediario,supino reto,4,12
musculacao,intermediario,supino inclinado,3,12
musculacao,intermediario,rosca direta,4,10
musculacao,intermediario,rosca alternada,4,10
musculacao,intermediario,triceps banco,3,12
musculacao,intermediario,crucifixo reto,4,12
musculacao,intermediario,crucifixo inclinado,3,12
musculacao,intermediario,elevação frontal,3,10
musculacao,intermediario,desenvolvimento com halteres,3,12
musculacao,intermediario,desenvolvimento barra,3,10
musculacao,intermediario,agachamento no smith,4,12
musculacao,intermediario,agachamento livre,4,12
musculacao,intermediario,leg press,4,12
musculacao,intermediario,stiff,3,10
musculacao,intermediario,remada curvada,3,10
musculacao,intermediario,pulley frontal,4,12
musculacao,intermediario,remada baixa,3,10
musculacao,intermediario,panturrilha sentada,3,12
musculacao,intermediario,abdominal infra,3,10
musculacao,intermediario,pull-over,4,10
musculacao,intermediario,glúteo máquina,3,10
musculacao,avancado,supino declinado,4,10
musculacao,avancado,rosca martelo,4,8
musculacao,avancado,rosca alternada,4,8
musculacao,avancado,triceps testa,4,8
musculacao,avancado,levantamento terra,4,8
musculacao,avancado,remada unilateral,4,8
musculacao,avancado,pulley atrás,4,10
musculacao,avancado,abdominal oblíquo,5,8
musculacao,avancado,agachamento livre,5,10
musculacao,avancado,stiff,5,10
crossfit,iniciante,burpee,3,12
crossfit,iniciante,kettlebell swing,3,15
crossfit,iniciante,wall ball,2,12
crossfit,iniciante,box jump,2,15
crossfit,iniciante,toes to bar,3,15
crossfit,iniciante,row,2,12
crossfit,iniciante,assault bike,3,12
crossfit,iniciante,running,2,12
crossfit,iniciante,lunges,2,12
crossfit,iniciante,plank hold,3,15
crossfit,iniciante,dumbbell snatch,3,12
crossfit,iniciante,farmers carry,3,12
crossfit,intermediario,burpee,4,12
crossfit,intermediario,power clean,4,12
crossfit,intermediario,snatch,4,10
crossfit,intermediario,overhead squat,4,12
crossfit,intermediario,deadlift,3,12
crossfit,intermediario,front squat,4,12
crossfit,intermediario,push press,4,12
crossfit,intermediario,push jerk,4,10
crossfit,intermediario,split jerk,3,10
crossfit,intermediario,pull-up,4,10
crossfit,intermediario,double under,3,12
crossfit,intermediario,thruster,3,12
crossfit,intermediario,man maker,3,10
crossfit,intermediario,bear crawl,4,12
crossfit,avancado,clean,5,10
crossfit,avancado,squat clean,4,8
crossfit,avancado,chest to bar,4,8
crossfit,avancado,muscle-up,5,8
crossfit,avancado,handstand push-up,4,8
crossfit,avancado,power clean,5,10
crossfit,avancado,snatch,4,10
zumba,iniciante,salsa passo lateral,2,15
zumba,iniciante,merengue básico,3,12
zumba,iniciante,cumbia para frente,3,12
zumba,iniciante,zumba cooldown,3,12
zumba,iniciante,passo mambo,2,15
zumba,iniciante,cha-cha-cha,2,15
zumba,iniciante,step touch,3,12
zumba,iniciante,grapevine,2,15
zumba,iniciante,zumba fit balance,3,15
zumba,intermediario,reggaeton baixo,3,10
zumba,intermediario,twist,4,12
zumba,intermediario,zumba squat,4,12
zumba,intermediario,zumba cardio,3,12
zumba,intermediario,passo cruzado,4,10
zumba,intermediario,passo quatro tempos,4,12
zumba,intermediario,samba básico,4,10
zumba,intermediario,axé quadril,4,10
zumba,intermediario,rebolado lateral,3,12
zumba,intermediario,movimento circular de quadril,4,10
zumba,intermediario,batida reggaeton,3,10
zumba,intermediario,passo africano,4,12
zumba,intermediario,zumba twist,3,10
zumba,intermediario,jazz step,3,10
zumba,intermediario,zumba corrida,3,12
zumba,avancado,passo africano cruzado,4,10
zumba,avancado,zumba boxe,5,10
zumba,avancado,movimento de tronco,4,10
zumba,avancado,paso doble,5,6
zumba,avancado,power zumba,5,10
zumba,avancado,zumba burn,5,8
zumba,avancado,passo flamenco,5,6
zumba,avancado,zumba cardio,5,6
fisioterapia,iniciante,ponte pélvica,3,15
fisioterapia,iniciante,alongamento de isquiotibiais,2,12
fisioterapia,iniciante,elevação de perna,2,12
fisioterapia,iniciante,abdução de quadril,2,12
fisioterapia,iniciante,rotação externa de ombro,3,15
fisioterapia,iniciante,alongamento de lombar,3,15
fisioterapia,iniciante,caminhada em linha reta,3,12
fisioterapia,iniciante,alongamento cervical,2,12
fisioterapia,iniciante,mobilidade escapular,2,12
fisioterapia,iniciante,ativação de glúteos,3,12
fisioterapia,iniciante,alongamento peitoral,2,12
fisioterapia,iniciante,alongamento de piriforme,3,15
fisioterapia,iniciante,alongamento de tríceps sural,3,15
fisioterapia,iniciante,movimentos oculares de coordenação,3,12
fisioterapia,intermediario,prancha,3,12
fisioterapia,intermediario,equilíbrio unilateral,3,10
fisioterapia,intermediario,movimento circular de tornozelo,4,12
fisioterapia,intermediario,deslizamento neural,3,12
fisioterapia,intermediario,agachamento assistido,4,12
fisioterapia,intermediario,escada alternada,3,10
fisioterapia,intermediario,isometria de quadríceps,3,12
fisioterapia,intermediario,fortalecimento de core,3,10
fisioterapia,intermediario,mobilidade torácica,3,12
fisioterapia,intermediario,elevação de calcanhar,3,10
fisioterapia,intermediario,exercício com faixa elástica,3,12
fisioterapia,intermediario,transferência de peso,4,12
fisioterapia,intermediario,deslizamento escápulo-torácico,4,12
fisioterapia,intermediario,coordenação braço-perna,4,12
fisioterapia,intermediario,ponte pélvica,3,12
fisioterapia,avancado,deslizamento do nervo ciático,5,8
fisioterapia,avancado,reeducação postural,4,8
fisioterapia,avancado,atividade funcional com bola,4,8
fisioterapia,avancado,prancha,5,6
musculacao,iniciante,supino reto,3,15
musculacao,iniciante,rosca direta,3,12
musculacao,iniciante,triceps pulley,3,15
musculacao,iniciante,crucifixo reto,2,12
musculacao,iniciante,elevação lateral,2,12
musculacao,iniciante,desenvolvimento com halteres,2,15
musculacao,iniciante,agachamento no smith,3,12
musculacao,iniciante,cadeira extensora,3,15
musculacao,iniciante,cadeira flexora,2,12
musculacao,iniciante,panturrilha em pé,3,15
musculacao,iniciante,abdominal supra,2,15
musculacao,iniciante,abdominal na prancha,3,12
musculacao,iniciante,encolhimento de ombros,3,15
musculacao,iniciante,glúteo com caneleira,2,12
musculacao,intermediario,supino reto,4,12
musculacao,intermediario,supino inclinado,3,12
musculacao,intermediario,rosca direta,3,12
musculacao,intermediario,rosca alternada,3,12
musculacao,intermediario,triceps banco,4,10
musculacao,intermediario,crucifixo reto,3,10
musculacao,intermediario,crucifixo inclinado,3,12
musculacao,intermediario,elevação frontal,3,10
musculacao,intermediario,desenvolvimento com halteres,4,12
musculacao,intermediario,desenvolvimento barra,3,12
musculacao,intermediario,agachamento no smith,4,10
musculacao,intermediario,agachamento livre,4,10
musculacao,intermediario,leg press,3,12
musculacao,intermediario,stiff,4,10
musculacao,intermediario,remada curvada,4,12
musculacao,intermediario,pulley frontal,3,12
musculacao,intermediario,remada baixa,4,12
musculacao,intermediario,panturrilha sentada,4,12
musculacao,intermediario,abdominal infra,4,12
musculacao,intermediario,pull-over,4,10
musculacao,intermediario,glúteo máquina,3,12
musculacao,avancado,supino declinado,5,8
musculacao,avancado,rosca martelo,5,10
musculacao,avancado,rosca alternada,5,10
musculacao,avancado,triceps testa,4,8
musculacao,avancado,levantamento terra,4,8
musculacao,avancado,remada unilateral,4,8
musculacao,avancado,pulley atrás,5,10
musculacao,avancado,abdominal oblíquo,4,8
musculacao,avancado,agachamento livre,5,6
musculacao,avancado,stiff,5,8
crossfit,iniciante,burpee,3,12
crossfit,iniciante,kettlebell swing,3,15
crossfit,iniciante,wall ball,3,15
crossfit,iniciante,box jump,3,12
crossfit,iniciante,toes to bar,3,15
crossfit,iniciante,row,2,15
crossfit,iniciante,assault bike,3,15
crossfit,iniciante,running,2,15
crossfit,iniciante,lunges,3,15
crossfit,iniciante,plank hold,2,15
crossfit,iniciante,dumbbell snatch,2,15
crossfit,iniciante,farmers carry,3,12
crossfit,intermediario,burpee,3,12
crossfit,intermediario,power clean,3,12
crossfit,intermediario,snatch,4,10
crossfit,intermediario,overhead squat,3,12
crossfit,intermediario,deadlift,4,10
crossfit,intermediario,front squat,4,12
crossfit,intermediario,push press,3,10
crossfit,intermediario,push jerk,4,10
crossfit,intermediario,split jerk,4,12
crossfit,intermediario,pull-up,4,12
crossfit,intermediario,double under,3,10
crossfit,intermediario,thruster,3,10
crossfit,intermediario,man maker,3,10
crossfit,intermediario,bear crawl,4,12
crossfit,avancado,clean,5,8
crossfit,avancado,squat clean,5,6
crossfit,avancado,chest to bar,5,6
crossfit,avancado,muscle-up,4,10
crossfit,avancado,handstand push-up,5,6
crossfit,avancado,power clean,4,8
crossfit,avancado,snatch,4,8
zumba,iniciante,salsa passo lateral,2,15
zumba,iniciante,merengue básico,2,12
zumba,iniciante,cumbia para frente,3,15
zumba,iniciante,zumba cooldown,3,12
zumba,iniciante,passo mambo,2,12
zumba,iniciante,cha-cha-cha,3,15
zumba,iniciante,step touch,2,12
zumba,iniciante,grapevine,2,15
zumba,iniciante,zumba fit balance,3,12
zumba,intermediario,reggaeton baixo,3,10
zumba,intermediario,twist,3,10
zumba,intermediario,zumba squat,3,10
zumba,intermediario,zumba cardio,4,10
zumba,intermediario,passo cruzado,4,12
zumba,intermediario,passo quatro tempos,3,12
zumba,intermediario,samba básico,4,10
zumba,intermediario,axé quadril,4,10
zumba,intermediario,rebolado lateral,3,10
zumba,intermediario,movimento circular de quadril,4,10
zumba,intermediario,batida reggaeton,4,12
zumba,intermediario,passo africano,4,12
zumba,intermediario,zumba twist,3,10
zumba,intermediario,jazz step,3,12
zumba,intermediario,zumba corrida,3,10
zumba,avancado,passo africano cruzado,5,8
zumba,avancado,zumba boxe,4,8
zumba,avancado,movimento de tronco,4,8
zumba,avancado,paso doble,4,10
zumba,avancado,power zumba,5,10
zumba,avancado,zumba burn,4,10
zumba,avancado,passo flamenco,5,6
zumba,avancado,zumba cardio,4,10
fisioterapia,iniciante,ponte pélvica,2,12
fisioterapia,iniciante,alongamento de isquiotibiais,2,15
fisioterapia,iniciante,elevação de perna,2,15
fisioterapia,iniciante,abdução de quadril,3,15
fisioterapia,iniciante,rotação externa de ombro,3,12
fisioterapia,iniciante,alongamento de lombar,3,15
fisioterapia,iniciante,caminhada em linha reta,2,15
fisioterapia,iniciante,alongamento cervical,2,15
fisioterapia,iniciante,mobilidade escapular,3,12
fisioterapia,iniciante,ativação de glúteos,2,12
fisioterapia,iniciante,alongamento peitoral,2,12
fisioterapia,iniciante,alongamento de piriforme,2,12
fisioterapia,iniciante,alongamento de tríceps sural,2,12
fisioterapia,iniciante,movimentos oculares de coordenação,2,15
fisioterapia,intermediario,prancha,4,10
fisioterapia,intermediario,equilíbrio unilateral,3,12
fisioterapia,intermediario,movimento circular de tornozelo,3,10
fisioterapia,intermediario,deslizamento neural,3,12
fisioterapia,intermediario,agachamento assistido,4,12
fisioterapia,intermediario,escada alternada,3,10
fisioterapia,intermediario,isometria de quadríceps,4,12
fisioterapia,intermediario,fortalecimento de core,3,10
fisioterapia,intermediario,mobilidade torácica,4,10
fisioterapia,intermediario,elevação de calcanhar,3,12
fisioterapia,intermediario,exercício com faixa elástica,4,12
fisioterapia,intermediario,transferência de peso,3,10
fisioterapia,intermediario,deslizamento escápulo-torácico,4,12
fisioterapia,intermediario,coordenação braço-perna,4,10
fisioterapia,intermediario,ponte pélvica,3,12
fisioterapia,avancado,deslizamento do nervo ciático,5,10
fisioterapia,avancado,reeducação postural,4,10
fisioterapia,avancado,atividade funcional com bola,4,8
fisioterapia,avancado,prancha,5,6
musculacao,iniciante,supino reto,3,12
musculacao,iniciante,rosca direta,2,12
musculacao,iniciante,triceps pulley,3,12
musculacao,iniciante,crucifixo reto,2,12
musculacao,iniciante,elevação lateral,3,15
musculacao,iniciante,desenvolvimento com halteres,2,15
musculacao,iniciante,agachamento no smith,3,12
musculacao,iniciante,cadeira extensora,2,12
musculacao,iniciante,cadeira flexora,2,15
musculacao,iniciante,panturrilha em pé,2,12
musculacao,iniciante,abdominal supra,3,12
musculacao,iniciante,abdominal na prancha,3,15
musculacao,iniciante,encolhimento de ombros,2,12
musculacao,iniciante,glúteo com caneleira,3,15
musculacao,intermediario,supino reto,4,12
musculacao,intermediario,supino inclinado,3,12
musculacao,intermediario,rosca direta,4,12
musculacao,intermediario,rosca alternada,4,12
musculacao,intermediario,triceps banco,3,10
musculacao,intermediario,crucifixo reto,3,10
musculacao,intermediario,crucifixo inclinado,3,10
musculacao,intermediario,elevação frontal,4,12
musculacao,intermediario,desenvolvimento com halteres,3,10
musculacao,intermediario,desenvolvimento barra,3,12
musculacao,intermediario,agachamento no smith,4,12
